initiative_id,report_id,company_name_english,ESG_block,theme_tag,initiative_title,initiative_description,collaboration_present,collaboration_type,actors_involved,collaboration_model,driver_primary,outputs_or_outcomes,KPI_present,KPI_list,geography,evidence_file_name,evidence_page_numbers,confidence,cluster_id,cluster_keywords,similar_initiative_ids,similar_initiative_titles
CN056-I003,CN056,Power Construction Corporation of China,G,board_structure,"Ding Yanzhang, Party Secretary and Chairman of the company, held talks with Zou ...","Ding Yanzhang, Party Secretary and Chairman of the company, held talks with Zou Lei, Party Committee Secretary and Chairman of China Datang Corporation Ding Yanzhang, Party Secretary and Chairman of the company, held talks with He Weijun, Party Committee Secretary of China Three Gorges University, and Huang Yan, President of Three Gorges University Ding Yanzhang, Party Secretary and Chairman of the company, held talks with Jiang Yi, Party Committee Secretary and Chairman of China Huadian Corporation Signed a framework agreement on industry‑academia‑research cooperation with Kazakhstan National University Strengthen Cooperation and Exchange S2.1 Government-enterprise Cooperation The company is dedicated to building strong government‑enterprise relations.",yes,Business–Government,Kazakhstan National University; Party Committee Secretary of China Three Gorges University; President of Three Gorges University,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,1,yes,not stated,multiple,Power Construction Corporation of China 2024.pdf,37,High,5,"bank, china, finance, 2024, insurance, risk",CN047-I002;CN045-I001;CN043-I004;CN023-I003;CN055-I005,"We strengthen the cooperation between industry, academia and research, and estab... || In 2024, the Company carried out over 100 industry-university-research projects ... || In 2024, the Company engaged in deep integration of industry and education with ... || Three Gorges Hydropower Plant Overhaul and Maintenance Factory (OMF) Three Gorge... || 35 trainees participated, including relevant leaders of Ping An, Huazhong Agricu..."
CN056-I004,CN056,Power Construction Corporation of China,S,community_development,SINOHYDRO Bureau 6 organized free medical consultations in rural communities of ...,SINOHYDRO Bureau 6 organized free medical consultations in rural communities of Equatorial Guinea POWERCHINA International Group organized a donation drive in Cambodia POWERCHINA International Group launched a beach cleanup campaign in Malaysia Delivering Warmth through Public Welfare S5.2 Volunteerism Rooted in Compassion Uplifting hope and enabling a better future.,yes,Business–Society/Community,International Group organized a donation drive in Cambodia POWERCHINA International Group launc,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,"6, 2",yes,not stated,multiple,Power Construction Corporation of China 2024.pdf,45,High,17,"tcl, foundation, charity, 2024, tcl charity, charity foundation",CN021-I003;CN026-I006;CN017-I002;CN011-I002;CN007-I002,"We conducted ​targeted benevolent donation activities in the Luolong region of T... || 157 158 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024 ENVIRONMENTAL, SOCIAL A... || Public welfare activities and community engagement 400,000 155 700 140 CNY More ... || In March 2024, the Group collaborated with the Nanshan District Disabled Persons... || We focused on the frontier of science and technology education and launched an e..."
CN056-I005,CN056,Power Construction Corporation of China,S,diversity_inclusion,Appendix Key Performance Table Classification Indicator Name Unit 2022 2023 2024...,"Appendix Key Performance Table Classification Indicator Name Unit 2022 2023 2024 Operational Performance Total Assets RMB 100 Million 10,407.69 11,545.55 12,890.01 Total Operating Revenue RMB 100 Million 5,726.13 6,098.44 6,345.52 Total Profits RMB 100 Million 192.47 208.76 195.31 Net Profit RMB 100 Million 156.84 171.46 158.26 Technology Engineering and Management Technology R&D Investment RMB 100 Million 208.11 232.30 242.68 R&D Investment as a Percentage of Main Business Revenue % 2.94 3.76 3.83 Technology R&D Personnel Person 21,862 22,356 22,895 Annual Patent Applications Item 6,591 9,099 10,608 Annual Patent Licenses Item 7,454 7,092 8,629 Provincial/Ministerial-Level Construction Methods Adopted Item 556 1,094 1,601 Provincial/ Ministerial Science and Technology Awards Item 434 412 433 National and Industry Standards Compiled Item 157 142 134 International Standards Participated Item 9 17 5 National-Level R&D Institutions Pcs 7 7 7 Provincial-Level R&D Institutions Pcs 69 62 137 Software Copyrights Obtained Item 882 1,828 2,421 First-time Acceptance Qualification Rate of Project Quality % 99.79 99.69 99.80 Customer Satisfaction Rate % 95.03 94.11 95.5 Compliance Management Economic Contracts Performance Rate % 100 100 100 Percentage of Employees Receiving Anti-Bribery and Anti- Corruption Training % 3.67 22.59 22.94 Number of Concluded Corruption Litigation Cases Case 0 0 0 Number of Directors Receiving Anti-Bribery and Anti- Corruption Training Person 4 4 4 Percentage of Directors Receiving Anti-Bribery and Anti- Corruption Training % 50.00 57.14 44.44 Number of Management Personnel Receiving Anti-Bribery and Anti-Corruption Training Person 15 15 11 Percentage of Management Personnel Receiving Anti- Bribery and Anti-Corruption Training % 78.95 78.95 68.75 Number of Employees Receiving Anti-Bribery and Anti- Corruption Training Person 6,021 37,325 37,400 Classification Indicator Name Unit 2022 2023 2024 Responsibility Supply Chain Number of Suppliers Pcs 69,057 85,974 103,414 Number of Suppliers from Mainland China Pcs 68,491 85,214 102,537 Number of Suppliers from Hong Kong, Macao, Taiwan, and Overseas Pcs 566 760 877 Supplier Certification Rate % 85.98 87.61 75.91 Number of Penalized Suppliers (Blacklisted) Pcs 85 220 8 Supplier Training Sessions Conducted Time 3 5 5 Supplier Training Participants Person-time 600 1,126 1,350 Supplier Training Hours Hour 5 10 10 Number of Suppliers Reviewed during the Reporting Period (Number of Declared Suppliers) Pcs 30,103 39,991 38,919 Number of Potential Suppliers Rejected due to Social Responsibility Non-Compliance Pcs 0 0 0 Number of Suppliers Whose Cooperation Has Been Terminated due to Social Responsibility Non- compliance Pcs 0 0 0 Responsible Purchasing Ratio % 100 100 100 Overseas Layout Number of Countries with Management Institutions Worldwide Pcs 111 116 116 Number of Management Institutions Worldwide Pcs 372 402 424 Number of Countries/ Regions Covered by Our business Pcs 131 130 130 Employees' Rights and Benefits Total Number of Employees Ten thousand persons 16.41 16.52 16.39 Number of Female Employees Ten thousand persons 3.42 3.47 3.26 Ethnic Minority Employees Person 8,079 9,432 9,764 Labor Contract Signing Rate % 100 100 100 Social Insurance Coverage Rate of Employees % 100 100 100 Disabled Employees Person 588 553 469 Employees Absorbed during the Reporting Period Person 11,797 13,924 11,076 Localization Rate of Overseas Employees % 54.06 76.89 73.94 Average Annual Paid Vacation Days per Employee Day(s) 8.18 8.09 7 Employee Turnover Rate % 2.28 2.38 2.3 Number of Induction Training Sessions for Newly Recruited University Graduates Sessions 364 617 456 Number of Induction Training Sessions for Newly Recruited University Graduates Person-time 19,573 22,913 23,750 90 89 Appendix Power Construction Corporation of China Ltd.",yes,Business–Government,International Standards Participated Item; Number of Induction Training Sessions for Newly Recruited University,A) Government mandate / compliance-driven,i) regulation/government policy,"2022, 2023, 2024, 100, 10,407.69",yes,employee turnover rate; training hours; customer satisfaction; anti-corruption training,multiple,Power Construction Corporation of China 2024.pdf,47,High,16,"china, 2024, award, technology, innovation, honor",CN023-I002;CN069-I003;CN011-I005;CN008-I007;CN049-I001,"Appendix Key Performance List Economic Performance Unit 2023 2022 2021 Operating... || Appendix I： Quantitative Performance Sheet Appendix II: Reader Feedback Form Abo... || A Sino-Securities Index Information Service (Shanghai) Co., Ltd A SynTao Green F... || 16.Occupational health 17.Employees’ rights and benefits 18.Equity and diversity... || ISO 27001 Information Security Management Systems GB/T 23007 Integration of Info..."
CN056-I006,CN056,Power Construction Corporation of China,S,responsible_products,• • Deepen Strategic Transformation Forge Exemplary Projects Innovate to Empower...,• • Deepen Strategic Transformation Forge Exemplary Projects Innovate to Empower the Future Promote All-round Green Development Tackle Climate Change 23 27 32 41 66 Build Overseas Connectivity with Sincerity Partner for Shared Success Ensure Safe Production Care for Employee Development Enhance People's Livelihood and Well-being 63 69 73 77 81,yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,"23, 27, 32, 41, 66",yes,not stated,not stated,Power Construction Corporation of China 2024.pdf,2,Medium,2,"governance, management, report, social, development, environmental",CN062-I006;CN037-I003;CN038-I005;CN054-I004;CN071-I007,"In 2024, we achieved deep collaboration with our supplier partners across multip... || 1 Climate Change Response Environmental Management Water Resource Utilization Po... || Industry-University-Research Cooperation Building Green Homes to Share Environme... || 3 2 1 CONTENTS Report Preparation Notes Message from the Company Leadership Stat... || Building Foundations Together with Partners Sustainability Management 2024 Susta..."
CN056-I007,CN056,Power Construction Corporation of China,S,community_development,Strengthen the Combat Fortress Lead Cultural Development Comprehensive and Stric...,"Strengthen the Combat Fortress Lead Cultural Development Comprehensive and Strict Governance of the Party Advance Party- Business Integration G1.3 G1.5 G1.6 G1.4 Over 460 youth innovation competitions were held across all levels Deeply implement the ""Ten-Hundreds-Thousands"" Youth Innovation & Value-Creation Program across all levels: over 460 youth innovation competitions were held; at the 18th ""Revitalization Cup"" National Youth Innovation & Value-Creation Competition, the team won 18 awards including Gold; and at the 7th National Youth Volunteer Service Project Competition, they won Gold, an all-time best result.",yes,Business–Society/Community,Society,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"3, 5, 6, 4, 460",yes,not stated,not stated,Power Construction Corporation of China 2024.pdf,9,Medium,19,"ping, foundation, education, youth, sports, school",CN055-I004;CN038-I006;CN007-I002;CN047-I001;CN053-I001,"The qualified teams not only have the opportunity to receive the Inspiration Pro... || East-West Collaboration Marine Culture Exchange Camp Program Successfully Held C... || We focused on the frontier of science and technology education and launched an e... || 65 ""Research and Practice of China's Science and Technology Innovation Evaluatio... || Sustainable Development Concept Won 2 second prizes of the National Science and ..."
CN057-I001,CN057,Sany,S,diversity_inclusion,"Organized 710 employee activities with over 30,000 cumulative participants Inter...","Organized 710 employee activities with over 30,000 cumulative participants International Women's Day Themed Event On March 8, 2024, SANY Heavy Industry celebrated International Women's Day with the ""Women in Bloom"" themed event.",yes,Business–Business Partners (industry/supply chain/consortium),International Women,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,"710, 30,000, 8, 2024",yes,not stated,not stated,Sany 2024.pdf,40,High,17,"tcl, foundation, charity, 2024, tcl charity, charity foundation",CN023-I007;CN042-I003;CN057-I007;CN049-I004;CN061-I001,"Moreover, the company has also held fun sports games, networking events for yout... || “Floral Charm, Skillful Hands” Women’s Day floral workshop Employee Group Beneﬁt... || In 2024, SANY Heavy Industry carried out development, upgrades, and ongoing oper... || Diversity and Inclusion Certificate of Diverse Supplier Certificate of Diverse S... || The breakdown of the employees in different categories is set out as below: Incl..."
CN057-I002,CN057,Sany,S,community_development,Enhancing Infrastructure and Living Environment for a More Comfortable and Livab...,"Enhancing Infrastructure and Living Environment for a More Comfortable and Livable Village Life In 2024, the SANY Foundation funded and supported the implementation of a residential environment improvement project in the Shichong group of Huangsha Village, Yanglousi Town, Linxiang City.",yes,Business–NGO/Nonprofit,SANY Foundation,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,2024,yes,not stated,not stated,Sany 2024.pdf,48,High,18,"foundation, 2024, 2021, collaboration, foundation vii, ecological",CN057-I003;CN058-I002;CN050-I001;CN026-I002;CN017-I002,"Newly Completed Roads and Footpaths Age-Friendly Home Renovation Project In 2024... || In 2024, the SF Foundation launched in-depth cooperation with the Shanshui Natur... || In June 2024 As of August 1, 2024 Special Feature The Daishubaobei Child-friendl... || 043 044 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024 ENVIRONMENTAL, SOCIAL A... || Public welfare activities and community engagement 400,000 155 700 140 CNY More ..."
CN057-I003,CN057,Sany,Cross-cutting,innovation_green_tech,Newly Completed Roads and Footpaths Age-Friendly Home Renovation Project In 2024...,"Newly Completed Roads and Footpaths Age-Friendly Home Renovation Project In 2024, the SANY Foundation, in collaboration with the Civil Affairs Bureau of Lianyuan Municipality, completed renovations for 23 households in extreme financial hardship.",yes,Tri-sector (Business+Government+NGO),SANY Foundation,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"2024, 23",yes,not stated,not stated,Sany 2024.pdf,48,High,18,"foundation, 2024, 2021, collaboration, foundation vii, ecological",CN057-I002;CN058-I002;CN057-I007;CN049-I005;CN053-I007,"Enhancing Infrastructure and Living Environment for a More Comfortable and Livab... || In 2024, the SF Foundation launched in-depth cooperation with the Shanshui Natur... || In 2024, SANY Heavy Industry carried out development, upgrades, and ongoing oper... || 2024 SUSTAINABILITY REPORT Committed to Advancing Cutting-Edge Technology, Fulfi... || In 2024, for the seventh year, we selected young cadres to participate in rural ..."
CN057-I004,CN057,Sany,G,compliance_anti_corruption,100% of suppliers signed integrity agreements and commitment letters.,100% of suppliers signed integrity agreements and commitment letters.,yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,100,yes,not stated,not stated,Sany 2024.pdf,6,Medium,0,"suppliers, supplier, code, business partners, partners, business",CN018-I004;CN058-I005;CN064-I007;CN042-I005;CN032-I006,"In 2024, Nanjing Iron & Steel held a symposium on supplier integrity and cooper-... || Evaluated 1,422 key suppliers, conducted on-site audits of over 1,392 suppliers,... || Supplier RFI Survey Supplier Certification Audit Agreement Signing Supplier CSR ... || A reliability report monitoring mechanism was established for suppliers, along w... || The Company has established comprehensive, long-term partnerships with more than..."
CN057-I005,CN057,Sany,E,emissions_reduction,Government Departments/ Regulators Compliance operations Emission management Int...,"Government Departments/ Regulators Compliance operations Emission management Integrity and anti-corruption Climate change response On-site inspections Meetings and discussions Field investigations Shareholders Business performance ESG management Compliance operations General Meetings of Shareholders Field investigations Roadshows Investors Corporate governance Product quality and safety Industry engagement Technology and innovation Corporate announcements Investor meetings Roadshows Conference calls Employees Employee rights Health and safety Compensation and benefits Employee training Union activities Employee satisfaction surveys Suppliers Supply chain management Product quality and safety Integrity and anti-corruption On-site assessments Quality communication Supplier training and support General meetings of suppliers Customers Product quality and safety Climate change response Industry engagement Technology and innovation Market research Customer satisfaction surveys Press conferences Online and offline campaigns Communities, Public, and NGOs Community culture Charity and poverty alleviation Community environment Community discussions Community engagement Online outreach Partners Industry engagement Stable partnerships Integrity and anti-corruption Strategic cooperation Executive-level exchanges Industry Peers Fair competition Industry engagement Industry forums and conferences Partnership agreements Exchange visits Stakeholders Stakeholders Key Concerns Key Concerns Communication Channels & Feedback Methods Communication Channels & Feedback Methods Matrix of Materiality for 2024 Issues of Medium Importance Materiality to SANY Heavy Industry Materiality to Stakeholders Issues of High Importance Honesty and Integrity Operational Compliance KPI Performance Product Quality and Safety Health and Safety Supply Chain Management Customer Satisfaction Water Resource Management Intellectual Property Rights Climate Change Response Effluent Management Rights and Interests of Employees Industry Communication Employee Care Community Public Welfare Rural Revitalization Energy Consumption Management Employee Training and Development Product and Technology Innovation Complaint handling and product recall 10 09 Sustainability Management",yes,Multi-actor (more than 3 categories),Government; NGO; Society; Business Partners,C) NGO-led expertise + business implementation + government legitimacy (classic tri-sector),iv) NGO expertise/problem-solving,"2024, 10, 09",yes,energy consumption; customer satisfaction,not stated,Sany 2024.pdf,7,Medium,2,"governance, management, report, social, development, environmental",CN026-I001;CN044-I006;CN061-I004;CN008-I007;CN028-I001,Stakeholders Focus Areas Communication Channels Communication Frequencies Commun... || Stakeholder Communication Employees Focus Issues Key Stakeholders Commu- nicatio... || About the Report Chairman's Statement About the Group 02 04 06 100 102 104 107 1... || 16.Occupational health 17.Employees’ rights and benefits 18.Equity and diversity... || Stakeholder Engagement Approach Stakeholders Key Expectations Engagements 2024 H...
CN057-I006,CN057,Sany,G,board_structure,Digitalization Technical Committee Digitalization Investment Decision Committee ...,Digitalization Technical Committee Digitalization Investment Decision Committee 1 Digitalization blueprint: A roadmap developed by SANY Heavy Industry to implement the digitalization strategy.,yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,1,yes,not stated,not stated,Sany 2024.pdf,9,Medium,1,"digital, ai, industry, business, 2024, partners",CN057-I007;CN020-I004;CN054-I006;CN035-I006;CN032-I007,"In 2024, SANY Heavy Industry carried out development, upgrades, and ongoing oper... || Partnering with IBM to Create a Digital Benchmark for the New Energy Industry In... || 2024 Sustainability Report Goal 9:Industry, innovation and infrastructure We dev... || 2 Enriched Digital Functionalities and Services to Help Our Customers Manage The... || Industry-university-research Cooperation 2024 Selected Industry-Academia-Researc..."
CN057-I007,CN057,Sany,G,supply_chain_governance,"In 2024, SANY Heavy Industry carried out development, upgrades, and ongoing oper...","In 2024, SANY Heavy Industry carried out development, upgrades, and ongoing operation of digital products across R&D, supply chain, HR, finance, sales, and service functions.",yes,Business–NGO/Nonprofit,NGO; Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,2024,yes,not stated,not stated,Sany 2024.pdf,10,Medium,1,"digital, ai, industry, business, 2024, partners",CN057-I006;CN057-I003;CN043-I004;CN047-I003;CN049-I005,"Digitalization Technical Committee Digitalization Investment Decision Committee ... || Newly Completed Roads and Footpaths Age-Friendly Home Renovation Project In 2024... || In 2024, the Company engaged in deep integration of industry and education with ... || What's more, the Company has established a collaborative research and developmen... || 2024 SUSTAINABILITY REPORT Committed to Advancing Cutting-Edge Technology, Fulfi..."
CN058-I001,CN058,SF Holding,E,emissions_reduction,"In 2024, SF Aviation successfully passed the annual carbon emission verification...","In 2024, SF Aviation successfully passed the annual carbon emission verification of the Civil Aviation Administration of China and the Ministry of Ecology and Environment, and actively carried out energy conservation supervision work to tap energy conservation potential and continue to improve energy utilization efficiency.",yes,Business–Government,Ministry of Ecology and Environment,D) Business-led voluntary collaboration (partners/NGOs/community),"v) operational efficiency/resource value (e.g., waste as asset)",2024,yes,not stated,national,SF Holding.pdf,23,High,6,"energy, scenario, carbon, climate, green, emissions",CN014-I001;CN024-I001;CN011-I005;CN058-I003;CN048-I002,"In 2024, the Company carried out accounting of 100% greenhouse gas emissions in ... || 2024 Environmental, Social and Governance Report Safe Energy Supply: Laying the ... || A Sino-Securities Index Information Service (Shanghai) Co., Ltd A SynTao Green F... || Comprehensive Pilot Project of Wildlife Protection and Ecological Development in... || Stakeholder Expectations Engagement channels 2024 Highlights Government and regu..."
CN058-I002,CN058,SF Holding,Cross-cutting,partnerships_general,"In 2024, the SF Foundation launched in-depth cooperation with the Shanshui Natur...","In 2024, the SF Foundation launched in-depth cooperation with the Shanshui Nature Conservation Center to jointly open a new chapter in ecological protection in Medog County and Zayu County of the Xizang Autonomous Region.",yes,Business–NGO/Nonprofit,SF Foundation,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,2024,yes,not stated,not stated,SF Holding.pdf,33,High,18,"foundation, 2024, 2021, collaboration, foundation vii, ecological",CN058-I003;CN020-I001;CN057-I002;CN070-I003;CN067-I001,"Comprehensive Pilot Project of Wildlife Protection and Ecological Development in... || Strategy In 2024, CNGR developed its Biodiversity and Land Use Policy based on t... || Enhancing Infrastructure and Living Environment for a More Comfortable and Livab... || In celebration of the International Endangered Species Day 2024, we partnered wi... || Since 2021, under the guidance of government departments, the Vanke Foundation h..."
CN058-I003,CN058,SF Holding,E,emissions_reduction,Comprehensive Pilot Project of Wildlife Protection and Ecological Development in...,"Comprehensive Pilot Project of Wildlife Protection and Ecological Development in Southeast Xizang SF Forest Project Team Investigation on Biodiversity in Southeast Xizang Starting from 2023, the SF Foundation has cooperated with the China Green Carbon Foundation to begin the strategic deployment of biodiversity conservation actions.",yes,Business–NGO/Nonprofit,SF Foundation has cooperated with the China Green Carbon Foundation,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,2023,yes,not stated,national,SF Holding.pdf,33,High,18,"foundation, 2024, 2021, collaboration, foundation vii, ecological",CN058-I002;CN070-I003;CN020-I001;CN028-I003;CN014-I002,"In 2024, the SF Foundation launched in-depth cooperation with the Shanshui Natur... || In celebration of the International Endangered Species Day 2024, we partnered wi... || Strategy In 2024, CNGR developed its Biodiversity and Land Use Policy based on t... || In 2024, we made donations worth tens of thousands of yuan to biodiversity-theme... || In line with the United Nations Convention on Biological Diversity and the China..."
CN058-I004,CN058,SF Holding,S,responsible_products,1 Customer Satisfaction for express services in China 15 years in a row 1 Accord...,"1 Customer Satisfaction for express services in China 15 years in a row 1 According to Frost & Sullivan Report, in terms of revenue in 2023 2 Among third-party intra-city on-demand delivery service providers 3 Among non-state-owned independent third-party supply chain solution providers 4 Among the integrated logistics service providers in Asia SF Culture SF culture represents the unique spiritual wealth and material forms that have been developed by SF through its production, operation, and management activities.",yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"1, 15, 1, 2023, 2",yes,customer satisfaction,national,SF Holding.pdf,3,Medium,5,"bank, china, finance, 2024, insurance, risk",CN067-I007;CN058-I007;CN021-I007;CN040-I006;CN033-I003,"Logistics and warehousing VX Logistics has established an overseas supply chain ... || Joined the Universal Postal Union Consultative Council (UPUCC), becoming a key p... || Customs Clearance： Leveraging the COSCO SHIPPING Lines' customs integration pla... || 24 25 Industrial and Commercial Bank of China Limited Sustainability Report 2024... || Stakeholders Expectations Communication Channels Our Responses Consumers • Produ..."
CN058-I005,CN058,SF Holding,G,supply_chain_governance,"Evaluated 1,422 key suppliers, conducted on-site audits of over 1,392 suppliers,...","Evaluated 1,422 key suppliers, conducted on-site audits of over 1,392 suppliers, with an audit pass rate of 91.3%.",yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"1,422, 1,392, 91.3",yes,not stated,not stated,SF Holding.pdf,5,Medium,0,"suppliers, supplier, code, business partners, partners, business",CN003-I005;CN044-I002;CN037-I006;CN048-I005;CN057-I004,Empower suppliers and improve supplier governance capabilities • During the fina... || 2024 ESG Audit Overview of Key Suppliers Audit Form On-site third-party audits O... || Supplier management Responsible Supply Chain The number of suppliers reached Reg... || As the first enterprise in our industry to obtain ISO 20400 certification for Su... || 100% of suppliers signed integrity agreements and commitment letters.
CN058-I006,CN058,SF Holding,E,emissions_reduction,"It is expected to absorb more than 200,000 tons of carbon dioxide in the future ...","It is expected to absorb more than 200,000 tons of carbon dioxide in the future growth process Launched the “Special Conservation Project of Biodiversity of White-lipped Deer” in the Nianlong Provincial Nature Reserve in Ganzi Prefecture, Sichuan Province The Board has three independent non-executive directors with different industry backgrounds, representing more than one-third of the Board members.",yes,Business–Government,Government; Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"200,000",yes,not stated,not stated,SF Holding.pdf,5,Medium,3,"global, global compact, compact, 2024, united nations, nations",CN058-I003;CN020-I001;CN030-I003;CN014-I002;CN028-I003,"Comprehensive Pilot Project of Wildlife Protection and Ecological Development in... || Strategy In 2024, CNGR developed its Biodiversity and Land Use Policy based on t... || To further implement the strategic goals of the Kunming-Montreal Global Biodiver... || In line with the United Nations Convention on Biological Diversity and the China... || In 2024, we made donations worth tens of thousands of yuan to biodiversity-theme..."
CN058-I007,CN058,SF Holding,G,ESG_governance,"Joined the Universal Postal Union Consultative Council (UPUCC), becoming a key p...","Joined the Universal Postal Union Consultative Council (UPUCC), becoming a key participant in policy formulation and rule discussions in the global postal sector Joined the Global Sustainable Transport Innovation Alliance (GSTIA) to collaboratively build an international platform for sustainable transport innovation and cooperation with fellow members As a co-founder of the China Logistics ESG Synergy Alliance, we collaborate with upstream and downstream enterprises in the industry chain to jointly explore and establish ESG standards and practice paths with Chinese logistics characteristics 1 3 4 5 7 8 9 10",yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,A) Government mandate / compliance-driven,i) regulation/government policy,"1, 3, 4, 5, 7",yes,not stated,national,SF Holding.pdf,5,Medium,5,"bank, china, finance, 2024, insurance, risk",CN022-I002;CN040-I006;CN015-I003;CN023-I001;CN036-I001,"It has developed the Measures for the Management of the National High- Speed Tra... || 24 25 Industrial and Commercial Bank of China Limited Sustainability Report 2024... || 6 2024 Environmental, Social and Governance and Sustainability Report Witness ES... || ESG events participated by the company in 2023 SN Meeting date Meeting name Orga... || 112 Annex Corporate Governance ESG Governance Stakeholder Engagement Risk Manage..."
CN059-I001,CN059,Shenzhen International Holding Limited,G,ESG_governance,Signed the Strategic Cooperation Agreement with the Research Institute of Tsingh...,"Signed the Strategic Cooperation Agreement with the Research Institute of Tsinghua University in Shenzhen The opening ceremony for 6 million square meters of high-standard warehouses and the inaugural key client exchange event were held successfully Shenzhen International secured three accolades at the Greater Bay Area Forum on Social Value of State-owned Enterprises Shenzhen International was honored with the ""ESG Sustainable Development Excellence Enterprise"" award at the Guru Club 2024 Awards On December 18, 2024, Shenzhen International organized an opening ceremony for its 6 million square meters of high- standard warehouses and hosted its inaugural key customer exchange event at Shenzhen Wuzhou Guest House.",yes,Business–Business Partners (industry/supply chain/consortium),Strategic Cooperation Agreement with the Research Institute of Tsinghua University,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,"6, 2024, 18, 2024, 6",yes,not stated,Shenzhen,Shenzhen International Holding Limited.pdf,8,High,16,"china, 2024, award, technology, innovation, honor",CN047-I001;CN011-I001;CN042-I004;CN066-I001;CN039-I003,"65 ""Research and Practice of China's Science and Technology Innovation Evaluatio... || The table below sets out some of the accolades we received during the Reporting ... || Vision & Mission Advancing industrial technology for a better world Core Values ... || Sharing ESG Practices for Industry Exchange and International Advocacy Stakehold... || HONOR ESG Report (2024) 06 • HONOR Oasis Eye Protection Screen Leads Industry in..."
CN059-I002,CN059,Shenzhen International Holding Limited,E,emissions_reduction,Issue Review Stakeholder Survey Materiality Assessment Issue Identification List...,"Issue Review Stakeholder Survey Materiality Assessment Issue Identification List of Material Issues for Shenzhen International in 2024 2024 Materiality Matrix of Issues on Sustainable Development of Shenzhen International List of Material Issues for Shenzhen International in 2024 Highly important issues Issue Ranking Issue Category Material Issues 1 Employee Compliant employment 2 Employee Occupational health and safety 3 Customer Product quality and safety 4 Employee Employees' rights and benefits 5 Employee Employee training and development 6 Environment Environmental protection 7 Customer Intellectual property protection 8 Governance Business ethics 9 Customer Data safety and privacy protection 10 Governance Risk management 11 Environment Water use and wastewater management 12 Customer Customer relations and satisfaction 13 Employee Employee diversity and equal opportunities 14 Customer Innovative development 15 Environment Tackling climate change 16 Governance Corporate governance List of Material Issues for Shenzhen International in 2024 Ordinarily important issues Issue Ranking Issue Category Material Issues 17 Environment Waste management 18 Environment Use efficiency of raw materials 19 Customer Responsible marketing 20 Supply chain and partners Supply chain management 21 Supply chain and partners Responsible purchasing 22 Environment Rational development and biodiversity protection 23 Environment Development of green buildings 24 Environment Energy efficiency 25 Environment Reduction of greenhouse gas emissions and air pollutants 26 Governance Stakeholder engagement 27 Governance Green finance 28 Community Community investment Importance to stakeholders Importance to the corporate development Environment Employee Supply chain and partners Customers Community Governance Compliant employment Occupational health and safety Product quality and safety Employees' rights and benefits Employee training and development Environmental protection Intellectual property protection Data safety and privacy protection Risk management Water use and wastewater management Tackling climate change Customer relations and satisfaction Employee diversity and equal opportunities Innovative development Waste management Stakeholder engagement Energy efficiency Responsible purchasing Reduction of greenhouse gas emissions and air pollutants Green finance Community investment Responsible marketing Use efficiency of raw materials Supply chain management Rational development and biodiversity protection Development of green buildings Business ethics Corporate governance 24 25 Promoting Robust Growth with Responsible Governance 2024 Environmental, Social and Governance Report",yes,Business–Society/Community,International List of Material Issues for Shenzhen International in,E) Society pressure / stakeholder demand-driven,iii) stakeholder/community demand,"2024, 2024, 2024, 1, 2",yes,GHG emissions; water use; green finance,Shenzhen,Shenzhen International Holding Limited.pdf,14,High,13,"sustainability, 2024, company, stock exchange, materiality, government",CN040-I006;CN044-I006;CN036-I001;CN008-I007;CN061-I004,24 25 Industrial and Commercial Bank of China Limited Sustainability Report 2024... || Stakeholder Communication Employees Focus Issues Key Stakeholders Commu- nicatio... || 112 Annex Corporate Governance ESG Governance Stakeholder Engagement Risk Manage... || 16.Occupational health 17.Employees’ rights and benefits 18.Equity and diversity... || About the Report Chairman's Statement About the Group 02 04 06 100 102 104 107 1...
